Vertical|Site|Pub Date|Title|Author|Content Type|Content Source|Cost|Effort|Total Cost|30 Day Views|60 Day Views|90 Day Views|120 Day Views|150 Day Views|180 Day Views|210 Day Views|240 Day Views|270 Day Views|Lifetime Views|Article Age
Security|eSecurity Planet|2010-09-09|Four Hidden WLAN Security Threats|Eric Geier|Tutorial/Howto|Freelance|300.0|2.0|380.0|570|143|94|54|37|0|0|0|0|898.0|180
Security|eSecurity Planet|2010-09-08|Apple Hustles to Rid Ping of Spam|Larry Barrett|News|InternetNews|0.0|1.0|40.0|256|11|18|3|2|0|0|0|0|290.0|181
Security|eSecurity Planet|2010-09-08|Mozilla Firefox 3.6.9 Security Updates Follow Microsoft's Lead|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|1138|50|43|24|20|11|0|0|0|1286.0|181
Security|eSecurity Planet|2010-09-07|Google Researcher Finds New MSFT Zero-Day Exploit|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|283|12|4|14|5|5|0|0|0|323.0|182
Security|eSecurity Planet|2010-09-07|Pentagon Cybersecurity Boss Vows Privacy Protections|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|313|14|14|10|1|3|0|0|0|355.0|182
Security|eSecurity Planet|2010-09-03|Microsoft Looks to 'Mitigate' Security Flaws With Updated Tool|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|277|6|5|6|5|4|0|0|0|303.0|186
Security|eSecurity Planet|2010-09-03|Top 20 Android Security Apps|Jeff Goldman|Buyer Guide|Freelance|350.0|2.0|430.0|3921|3399|4120|5774|7307|7706|0|0|0|32227.0|186
Security|eSecurity Planet|2010-09-02|Twitter Retools App, Link Policies, Sparks Privacy Worries|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|150|10|9|3|1|2|0|0|0|175.0|187
Security|eSecurity Planet|2010-09-02|Microsoft Releases 'Fix It' for DLL Hole|Stuart J. Johnston|News|InternetNews|0.0|1.0|40.0|430|41|12|18|22|17|0|0|0|540.0|187
Security|eSecurity Planet|2010-09-02|Why SCADA Security Matters--And What You Should Know About It|Diana Kelley|Opinion|Freelance|325.0|1.0|365.0|357|108|152|176|25|38|0|0|0|856.0|187
Security|eSecurity Planet|2010-09-01|The Best Security for Wireless Email|Michael Horowitz|Tutorial/Howto|Freelance|300.0|3.0|420.0|453|103|62|53|42|50|0|0|0|763.0|188
Security|eSecurity Planet|2010-10-29|Sourcefire Targets Next-Generation Firewalls|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|493|78|70|68|0|0|0|0|0|709.0|130
Security|eSecurity Planet|2010-10-29|Will PCI-DSS 2.0 Security Standard Advance the Cloud?|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|530|93|103|66|0|0|0|0|0|792.0|130
Security|eSecurity Planet|2010-10-29|Adobe Warns of Another 'Critical' PDF Vulnerability|Larry Barrett|News|InternetNews|0.0|0.75|30.0|485|1|7|6|0|0|0|0|0|499.0|130
Security|eSecurity Planet|2010-10-29|Social Networking Security Hot Topic at Interop NY|Lisa Phifer|News|Freelance|350.0|1.0|390.0|316|69|61|72|0|0|0|0|0|518.0|130
Security|eSecurity Planet|2010-10-28|Breach Exposes 280,000 Medicaid Patients' Data|Larry Barrett|News|InternetNews|0.0|0.75|30.0|341|49|26|31|0|0|0|0|0|447.0|131
Security|eSecurity Planet|2010-10-28|FTC Closes Google Street View Investigation|Kenneth Corbin|News|InternetNews|0.0|0.75|30.0|82|13|7|2|0|0|0|0|0|104.0|131
Security|eSecurity Planet|2010-10-28|Mozilla Patches Firefox for Nobel Flaw|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|216|68|9|4|0|0|0|0|0|297.0|131
Security|eSecurity Planet|2010-10-27|Should Obama Have an Internet 'Kill Switch'?|David Needle|News|InternetNews|0.0|1.0|40.0|429|6|3|24|0|0|0|0|0|462.0|132
Security|eSecurity Planet|2010-10-27|Simple Steps to Securing Email with S/MIME|Aaron Weiss|Tutorial/Howto|Freelance|325.0|2.0|405.0|201|103|84|124|0|0|0|0|0|512.0|132
Security|eSecurity Planet|2010-10-27|How Google Locates and Identifies Malware|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|490|25|7|12|0|0|0|0|0|534.0|132
Security|eSecurity Planet|2010-10-27|Targeted Malware Attacks Surge in Retail Sector|Larry Barrett|News|InternetNews|0.0|0.75|30.0|212|19|5|11|0|0|0|0|0|247.0|132
Security|eSecurity Planet|2010-10-26|5 Useful New Open Source Security Apps|Cynthia Harvey|Product Review|Contributed|0.0|0.75|30.0|102|23|13|9|0|0|0|0|0|147.0|133
Security|eSecurity Planet|2010-10-22|Google Revamps Privacy Practices Following Wi-Fi Snag|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|269|5|4|2|0|0|0|0|0|280.0|137
Security|eSecurity Planet|2010-10-21|5 Best Password Management Software Packages|Joseph Moran|Buyer Guide|Freelance|350.0|2.0|430.0|278|101|61|48|0|0|0|0|0|488.0|138
Security|eSecurity Planet|2010-10-21|Facebook Takes Spammers to Court|Larry Barrett|News|InternetNews|0.0|0.0|0.0|200|11|0|7|0|0|0|0|0|218.0|138
Security|eSecurity Planet|2010-10-20|Mozilla Firefox  and Google Chrome Updated for Security Flaws|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|847|142|32|20|0|0|0|0|0|1041.0|139
Security|eSecurity Planet|2010-10-20|Mississippi National Guard Admits Accidental Data Breach|Larry Barrett|News|InternetNews|0.0|0.75|30.0|297|18|11|10|0|0|0|0|0|336.0|139
Security|eSecurity Planet|2010-10-19|Metasploit Goes Pro for Security Testing|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|560|50|30|47|0|0|0|0|0|687.0|140
Security|eSecurity Planet|2010-10-19|10 Riskiest Places to Give Out Your Social Security Number|Larry Barrett|Top 10|InternetNews|0.0|0.75|30.0|707|68|35|28|0|0|0|0|0|838.0|140
Security|eSecurity Planet|2010-10-19|9 Best Defenses Against Social Engineering Attacks|Thor Olavsrud|Top 10|Freelance|250.0|1.0|290.0|418|193|64|86|0|0|0|0|0|761.0|140
Security|eSecurity Planet|2010-10-18|More Students Vulnerable to Identity Theft|Larry Barrett|News|InternetNews|0.0|0.75|30.0|535|48|17|14|0|0|0|0|0|614.0|141
Security|eSecurity Planet|2010-10-18|Top Ten Ways to Avoid an Evil Twin Attack|Lisa Phifer|Top 10|Freelance|300.0|1.0|340.0|998|78|42|96|0|0|0|0|0|1214.0|141
Security|eSecurity Planet|2010-10-15|New Virtualized Network Security Appliances from Fortinet|Thor Olavsrud|News|Freelance|250.0|1.0|290.0|246|46|36|34|0|0|0|0|0|362.0|144
Security|eSecurity Planet|2010-10-14|DHS, DoD Join Forces in Cybersecurity Push|Kenneth Corbin|News|InternetNews|0.0|0.75|30.0|165|36|7|5|0|0|0|0|0|213.0|145
Security|eSecurity Planet|2010-10-14|Botnets Biggest Cybercrime Threat: Microsoft Report|Stuart J. Johnston|Trends|InternetNews|0.0|0.75|30.0|367|52|21|22|0|0|0|0|0|462.0|145
Security|eSecurity Planet|2010-10-13|Oracle Plugs Java for Drive-by Downloads with October CPU|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|293|18|9|10|0|0|0|0|0|330.0|146
Security|eSecurity Planet|2010-10-13|Facebook Offering One-Time Passwords in Security Play|Kenneth Corbin|News|InternetNews|0.0|0.75|30.0|91|14|2|0|0|0|0|0|0|107.0|146
Security|eSecurity Planet|2010-10-13|DHS Staging Cybersecurity Awareness Campaign|Kenneth Corbin|News|InternetNews|0.0|0.75|30.0|129|1|0|1|0|0|0|0|0|131.0|146
Security|eSecurity Planet|2010-10-12|Microsoft Patches Nearly 50 Security Holes|Stuart J. Johnston|News|InternetNews|0.0|0.75|30.0|334|35|50|15|0|0|0|0|0|434.0|147
Security|eSecurity Planet|2010-10-12|McAfee Plots New Data Security Strategy|Larry Barrett|News|InternetNews|0.0|0.75|30.0|304|31|6|8|0|0|0|0|0|349.0|147
Security|eSecurity Planet|2010-10-12|Four Key IT Security Trends for 2011|Diana Kelley|Trends|Freelance|325.0|2.0|405.0|875|268|170|114|0|0|0|0|0|1427.0|147
Security|eSecurity Planet|2010-10-12|Group Seeks Greater Online Security for Kids|Kenneth Corbin|News|InternetNews|0.0|0.75|30.0|64|8|0|5|0|0|0|0|0|77.0|147
Security|eSecurity Planet|2010-10-11|15 Reasons to Use Enterprise WLAN Security|Eric Geier|Tutorial/Howto|Freelance|300.0|2.0|380.0|348|80|73|71|0|0|0|0|0|572.0|148
Security|eSecurity Planet|2010-10-08|Paessler Unveils PRTG Network Monitor 8|Thor Olavsrud|News|Freelance|250.0|1.0|290.0|114|41|25|28|15|0|0|0|0|223.0|151
Security|eSecurity Planet|2010-10-07|Microsoft Promises Busy Patch Tuesday Next Week|Stuart J. Johnston|News|InternetNews|0.0|0.75|30.0|395|12|6|1|3|0|0|0|0|417.0|152
Security|eSecurity Planet|2010-10-07|Your Own Staff May Be Your Company&#146;s Biggest Security Risk|Chris Null|Opinion|Freelance|375.0|1.0|415.0|478|151|86|46|47|0|0|0|0|808.0|152
Security|eSecurity Planet|2010-10-06|Review: MXI Stealth ZONE|Lisa Phifer|Product Review|Freelance|400.0|3.0|520.0|244|63|44|97|74|0|0|0|0|522.0|153
Security|eSecurity Planet|2010-10-05|Zeus Phishing Campaign Targets iTunes Customers|Larry Barrett|News|InternetNews|0.0|0.75|30.0|470|32|15|6|6|0|0|0|0|529.0|154
Security|eSecurity Planet|2010-10-05|Cisco Accelerates Security Portfolio|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|308|45|19|19|40|0|0|0|0|431.0|154
Security|eSecurity Planet|2010-10-05|Symantec's New Mobile Security, Management Strategy|Thor Olavsrud|News|Freelance|250.0|1.0|290.0|181|35|25|26|29|0|0|0|0|296.0|154
Security|eSecurity Planet|2010-10-04|Netezza Rolls Out Real-Time Security Appliance|Larry Barrett|News|InternetNews|0.0|0.75|30.0|146|17|8|6|3|0|0|0|0|180.0|155
Security|eSecurity Planet|2010-10-04|New Service to Protect Networks from Botnets|Thor Olavsrud|News|Freelance|250.0|1.0|290.0|333|24|20|17|16|0|0|0|0|410.0|155
Security|eSecurity Planet|2010-10-01|Adobe Promises Quick Fix for Reader Flaw|Larry Barrett|News|InternetNews|0.0|0.75|30.0|199|16|2|1|1|0|0|0|0|219.0|158
Security|eSecurity Planet|2010-11-30|Malware Volume Surges, But Lifespan Is Short|Larry Barrett|News|InternetNews|0.0|0.5|20.0|173|7|4|0|0|0|0|0|0|184.0|98
Security|eSecurity Planet|2010-11-29|Ransomware Scams Take Your Data Hostage|Larry Barrett|News|InternetNews|0.0|0.75|30.0|519|29|25|0|0|0|0|0|0|573.0|99
Security|eSecurity Planet|2010-11-29|8 New Security Add-Ons for Firefox|Eric Geier|Top 10|Freelance|300.0|1.0|340.0|218|32|41|0|0|0|0|0|0|291.0|99
Security|eSecurity Planet|2010-11-24|Cybercriminals Exploit Facebook Bug for Spam Campaign|Thor Olavsrud|News|Freelance|300.0|1.0|340.0|303|5|11|0|0|0|0|0|0|319.0|104
Security|eSecurity Planet|2010-11-23|Survey: Twitter, Cloud, Mobile Concerns for IT|Thor Olavsrud|News|Freelance|250.0|1.0|290.0|255|4|7|0|0|0|0|0|0|266.0|105
Security|eSecurity Planet|2010-11-23|Six Security Tips to Survive Cyber Black Friday|Larry Barrett|Top 10|InternetNews|0.0|0.5|20.0|238|5|8|0|0|0|0|0|0|251.0|105
Security|eSecurity Planet|2010-11-23|Invincea Enhances PDF Security|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|136|12|2|0|0|0|0|0|0|150.0|105
Security|eSecurity Planet|2010-11-22|Online Crooks Celebrate Miley Cyrus' 18th Birthday|Larry Barrett|News|InternetNews|0.0|0.75|30.0|570|11|4|0|0|0|0|0|0|585.0|106
Security|eSecurity Planet|2010-11-22|Afilias Project Expands DNSSEC Deployments|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|123|10|3|0|0|0|0|0|0|136.0|106
Security|eSecurity Planet|2010-11-19|Red Hat Looks to Lock Down Linux|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|447|11|7|0|0|0|0|0|0|465.0|109
Security|eSecurity Planet|2010-11-18|How to Choose the Right Data Wiping Software|Joseph Moran|Buyer Guide|Freelance|350.0|1.5|410.0|257|46|45|0|0|0|0|0|0|348.0|110
Security|eSecurity Planet|2010-11-17|Malware, Mobile Device Threats Surge in Q3: McAfee|Larry Barrett|Trends|InternetNews|0.0|0.75|30.0|380|40|31|0|0|0|0|0|0|451.0|111
Security|eSecurity Planet|2010-11-17|Dell Debuts Encryption App for SMBs, Enterprise|Larry Barrett|News|InternetNews|0.0|0.75|30.0|219|11|2|0|0|0|0|0|0|232.0|111
Security|eSecurity Planet|2010-11-17|McAfee Presents Its '12 Scams of Christmas'|Larry Barrett|Top 10|InternetNews|0.0|0.75|30.0|1020|70|6|0|0|0|0|0|0|1096.0|111
Security|eSecurity Planet|2010-11-16|How To Encrypt a Windows Drive with DiskCryptor|Eric Geier|Tutorial/Howto|Freelance|300.0|2.0|380.0|289|138|167|0|0|0|0|0|0|594.0|112
Security|eSecurity Planet|2010-11-15|Malicious Spam Traffic Hits Record High in 3Q|Larry Barrett|Trends|InternetNews|0.0|0.75|30.0|277|32|20|0|0|0|0|0|0|329.0|113
Security|eSecurity Planet|2010-11-12|Online Banking Security a Concern for Most: Survey|Larry Barrett|News|InternetNews|0.0|0.75|30.0|322|22|28|0|0|0|0|0|0|372.0|116
Security|eSecurity Planet|2010-11-12|Security Product Watch, November 12, 2010|Naomi Graychase|News|Editor-Written|0.0|1.5|60.0|166|11|2|0|0|0|0|0|0|179.0|116
Security|eSecurity Planet|2010-11-11|Apple Patches Mac OS X for Over 130 Flaws|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|422|15|8|0|0|0|0|0|0|445.0|117
Security|eSecurity Planet|2010-11-11|Healthcare Data Breaches Cost $6B A Year: Report|Larry Barrett|Trends|InternetNews|0.0|0.75|30.0|281|10|8|0|0|0|0|0|0|299.0|117
Security|eSecurity Planet|2010-11-10|New Harry Potter Movie Means New Malware Scams|Larry Barrett|News|InternetNews|0.0|0.75|30.0|441|10|4|0|0|0|0|0|0|455.0|118
Security|eSecurity Planet|2010-11-10|Too Young to Tweet?|Chris Null|Opinion|Freelance|375.0|1.0|415.0|412|17|16|0|0|0|0|0|0|445.0|118
Security|eSecurity Planet|2010-11-10|Hacker Infiltrates Louisiana EMT Database|Larry Barrett|News|InternetNews|0.0|0.75|30.0|555|9|12|0|0|0|0|0|0|576.0|118
Security|eSecurity Planet|2010-11-09|USB Devices Responsible for 1 in 8 Malware Attacks|Larry Barrett|Trends|InternetNews|0.0|0.75|30.0|537|51|42|0|0|0|0|0|0|630.0|119
Security|eSecurity Planet|2010-11-09|Small, But Serious Patch Tuesday|Stuart J. Johnston|News|InternetNews|0.0|0.75|30.0|397|26|3|0|0|0|0|0|0|426.0|119
Security|eSecurity Planet|2010-11-08|Spam Jumps 28 Percent in October: Report|Larry Barrett|News|InternetNews|0.0|0.75|30.0|202|4|0|0|0|0|0|0|0|206.0|120
Security|eSecurity Planet|2010-11-08|Improve Network Security with Better Router Security|Michael Horowitz|Tutorial/Howto|Freelance|300.0|1.5|360.0|982|202|203|0|0|0|0|0|0|1387.0|120
Security|eSecurity Planet|2010-11-05|10 Ways to Protect Yourself from Firesheep Attacks|Lisa Phifer|Top 10|Freelance|300.0|1.0|340.0|3136|396|390|403|0|0|0|0|0|4325.0|123
Security|eSecurity Planet|2010-11-04|Microsoft: A Light Patch Tuesday Coming Up|Stuart J. Johnston|News|InternetNews|0.0|0.75|30.0|233|66|11|5|0|0|0|0|0|315.0|124
Security|eSecurity Planet|2010-11-04|PayPal Fixes iPhone App Security Flaw|Larry Barrett|News|InternetNews|0.0|0.75|30.0|165|25|25|17|0|0|0|0|0|232.0|124
Security|eSecurity Planet|2010-11-03|UK Says Google Guilty, Broke Privacy Law|Larry Barrett|News|InternetNews|0.0|0.75|30.0|284|9|1|3|0|0|0|0|0|297.0|125
Security|eSecurity Planet|2010-11-02|Phishing Scam Targets Military Families|Larry Barrett|News|InternetNews|0.0|0.75|30.0|913|83|27|46|0|0|0|0|0|1069.0|126
Security|eSecurity Planet|2010-11-02|Sophos Offers Free Security Software for Macs|Larry Barrett|News|InternetNews|0.0|0.75|30.0|144|5|7|12|0|0|0|0|0|168.0|126
Security|eSecurity Planet|2010-11-01|Another Hawaiian University Exposes Personal Data|Larry Barrett|News|InternetNews|0.0|0.75|30.0|208|5|2|2|0|0|0|0|0|217.0|127
Security|eSecurity Planet|2010-11-01|Android Code at Risk?|Sean Michael Kerner|News|InternetNews|0.0|0.75|30.0|1584|38|34|18|0|0|0|0|0|1674.0|127
Security|eSecurity Planet|2010-11-01|Rethinking Privacy and Cloud Computing|Diana Kelley|Opinion|Freelance|325.0|2.0|405.0|641|77|40|58|0|0|0|0|0|816.0|127
Security|eSecurity Planet|2010-12-30|2011 Security Preview: Apple, Facebook Beware|Larry Barrett|News|InternetNews|0.0|0.5|20.0|1071|25|0|0|0|0|0|0|0|1096.0|68
Security|eSecurity Planet|2010-12-30|Online Privacy 2010: The Year in Review|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|227|5|0|0|0|0|0|0|0|232.0|68
Security|eSecurity Planet|2010-12-29|8 Security Resolutions for 2011|Eric Geier|News|Freelance|300.0|1.0|340.0|1022|124|0|0|0|0|0|0|0|1146.0|69
Security|eSecurity Planet|2010-12-29|Communicating Complex Security Concepts|Diana Kelley|News|Freelance|325.0|2.0|405.0|143|28|0|0|0|0|0|0|0|171.0|69
Security|eSecurity Planet|2010-12-28|IT Security 2010: The Year in Review|Larry Barrett|News|InternetNews|0.0|0.5|20.0|984|24|0|0|0|0|0|0|0|1008.0|70
Security|eSecurity Planet|2010-12-28|Online Incognito: Protecting Your Identity on the Web|Aaron Weiss|Tutorial/Howto|Freelance|325.0|1.0|365.0|354|59|0|0|0|0|0|0|0|413.0|70
Security|eSecurity Planet|2010-12-22|How Cybercriminals Make Their Millions|Thor Olavsrud|Trends|Freelance|250.0|1.0|290.0|1011|81|0|0|0|0|0|0|0|1092.0|76
Security|eSecurity Planet|2010-12-21|5 Tips for Safe Holiday Shopping|Jeff Goldman|Top 10|Freelance|325.0|1.0|365.0|214|3|0|0|0|0|0|0|0|217.0|77
Security|eSecurity Planet|2010-12-17|Microsoft Updates Free Security Essentials Software|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|1195|52|0|0|0|0|0|0|0|1247.0|81
Security|eSecurity Planet|2010-12-17|7 Basic Mobile Security Tips for the Holidays|Larry Barrett|News|InternetNews|0.0|0.5|20.0|483|64|0|0|0|0|0|0|0|547.0|81
Security|eSecurity Planet|2010-12-17|Metasploit Takes Aim at Cisco Security Exploitation|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|988|180|0|0|0|0|0|0|0|1168.0|81
Security|eSecurity Planet|2010-12-16|Commerce Dept. Calls for Privacy Bill of Rights|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|205|10|0|0|0|0|0|0|0|215.0|82
Security|eSecurity Planet|2010-12-16|Microsoft Updates Forefront Endpoint Security 2010|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|1210|83|0|0|0|0|0|0|0|1293.0|82
Security|eSecurity Planet|2010-12-16|Antivirus Users Impatient, Fickle: Survey|Larry Barrett|News|InternetNews|0.0|0.5|20.0|147|6|0|0|0|0|0|0|0|153.0|82
Security|eSecurity Planet|2010-12-16|Ohio State Deals With Massive Data Breach|Larry Barrett|News|InternetNews|0.0|0.5|20.0|751|74|0|0|0|0|0|0|0|825.0|82
Security|eSecurity Planet|2010-12-16|Is Internet Explorer 9 King of Malware Fighters?|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|976|18|0|0|0|0|0|0|0|994.0|82
Security|eSecurity Planet|2010-12-15|Hacktivism, Mobile Scams Top 2011 Security Threats|Larry Barrett|News|InternetNews|0.0|0.5|20.0|253|41|0|0|0|0|0|0|0|294.0|83
Security|eSecurity Planet|2010-12-14|Microsoft Finishes Year with Massive Patch Release|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|582|23|0|0|0|0|0|0|0|605.0|84
Security|eSecurity Planet|2010-12-14|Top 10 Mobile Mistakes to Avoid This Holiday Season|Lisa Phifer|Top 10|Freelance|300.0|1.0|340.0|603|58|0|0|0|0|0|0|0|661.0|84
Security|eSecurity Planet|2010-12-14|Chrome Browser, OS Updated for Security|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|697|20|0|0|0|0|0|0|0|717.0|84
Security|eSecurity Planet|2010-12-13|University of Wisconsin Warns of Major Data Breach|Larry Barrett|News|InternetNews|0.0|0.5|20.0|693|48|0|0|0|0|0|0|0|741.0|85
Security|eSecurity Planet|2010-12-13|6 Free Ways to Stay Secure in the New Year|Joseph Moran|Top 10|Freelance|350.0|1.0|390.0|1667|192|0|0|0|0|0|0|0|1859.0|85
Security|eSecurity Planet|2010-12-10|Mozilla Plugs Firefox 3.6.13 For 11 Flaws|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|780|34|0|0|0|0|0|0|0|814.0|88
Security|eSecurity Planet|2010-12-10|Pushing 802.1X Settings to iPhones, iPod Touches, and iPads|Eric Geier|Tutorial/Howto|Freelance|300.0|1.0|340.0|273|247|0|0|0|0|0|0|0|520.0|88
Security|eSecurity Planet|2010-12-10|Microsoft to Ship 17 patches on Patch Tuesday|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|1116|23|0|0|0|0|0|0|0|1139.0|88
Security|eSecurity Planet|2010-12-09|Email Services Pose Increasing Data Security Threat|Larry Barrett|News|InternetNews|0.0|0.5|20.0|428|11|0|0|0|0|0|0|0|439.0|89
Security|eSecurity Planet|2010-12-09|Intellectual Ventures Sues Over Security Patents|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|904|19|0|0|0|0|0|0|0|923.0|89
Security|eSecurity Planet|2010-12-09|Top 5 Security Threats in HTML5|Aaron Weiss|Top 10|Freelance|325.0|1.0|365.0|2314|218|0|0|0|0|0|0|0|2532.0|89
Security|eSecurity Planet|2010-12-08|Internet Explorer 9 Will Add Anti-tracking Features|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|242|22|0|0|0|0|0|0|0|264.0|90
Security|eSecurity Planet|2010-12-08|Zenprise Shores Up Mobile Device Security|Larry Barrett|News|InternetNews|0.0|0.5|20.0|134|23|0|0|0|0|0|0|0|157.0|90
Security|eSecurity Planet|2010-12-08|Remote Wipes Raise User Fears While Deleting Data|Chris Null|Opinion|Freelance|375.0|1.0|415.0|104|27|0|0|0|0|0|0|0|131.0|90
Security|eSecurity Planet|2010-12-08|Navigating Smartphone Liability: Corporate Liable v. Individual Liable|Diana Kelley|Opinion|Freelance|325.0|2.0|405.0|102|51|0|0|0|0|0|0|0|153.0|90
Security|eSecurity Planet|2010-12-07|Verizon Researchers Claim Hole in IE Protected Mode|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|513|31|9|0|0|0|0|0|0|553.0|91
Security|eSecurity Planet|2010-12-07|VeriSign Expands DNSSEC Deployment Options|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|102|21|46|0|0|0|0|0|0|169.0|91
Security|eSecurity Planet|2010-12-07|eEye Automates Vulnerability and Compliance Management|Thor Olavsrud|News|Freelance|250.0|0.75|280.0|78|6|7|0|0|0|0|0|0|91.0|91
Security|eSecurity Planet|2010-12-07|IT Uneasy as Malware Attacks Grow|Keith Vance|News|Freelance|300.0|3.0|420.0|230|38|20|0|0|0|0|0|0|288.0|91
Security|eSecurity Planet|2010-12-06|Firesheep Fix as Easy as HTTPS|Paul Rubens|Tips and Tricks|Freelance|325.0|1.0|365.0|262|66|73|0|0|0|0|0|0|401.0|92
Security|eSecurity Planet|2010-12-03|IBM AppScan Takes Aim at Input Validation|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|168|37|29|0|0|0|0|0|0|234.0|95
Security|eSecurity Planet|2010-12-03|Holiday Twitter Topics Concealing Malware|Larry Barrett|News|InternetNews|0.0|0.5|20.0|328|4|3|0|0|0|0|0|0|335.0|95
Security|eSecurity Planet|2010-12-03|WikiLeaks Raises Questions of Information Security|Thor Olavsrud|News|Freelance|300.0|0.5|320.0|688|165|74|0|0|0|0|0|0|927.0|95
